,minute,open,high,low,close
0,07/28/2022 12:11,1645.17000000,1645.17000000,1644.25000000,1644.35000000
1,07/28/2022 12:12,1644.36000000,1645.35000000,1644.35000000,1645.05000000
2,07/28/2022 12:13,1645.04000000,1646.72000000,1645.04000000,1645.71000000
3,07/28/2022 12:14,1645.72000000,1646.90000000,1645.02000000,1646.44000000
4,07/28/2022 12:15,1646.43000000,1646.54000000,1644.92000000,1646.21000000
5,07/28/2022 12:16,1646.22000000,1646.41000000,1645.44000000,1645.78000000
6,07/28/2022 12:17,1645.78000000,1646.14000000,1642.60000000,1645.77000000
7,07/28/2022 12:18,1645.77000000,1647.32000000,1645.76000000,1647.03000000
8,07/28/2022 12:19,1647.02000000,1649.73000000,1647.00000000,1648.35000000
9,07/28/2022 12:20,1648.36000000,1649.17000000,1647.61000000,1648.18000000
10,07/28/2022 12:21,1648.18000000,1648.19000000,1647.28000000,1647.33000000
11,07/28/2022 12:22,1647.32000000,1648.23000000,1645.22000000,1645.44000000
12,07/28/2022 12:23,1645.44000000,1646.99000000,1645.02000000,1646.30000000
13,07/28/2022 12:24,1646.30000000,1646.75000000,1645.45000000,1646.21000000
14,07/28/2022 12:25,1646.20000000,1646.29000000,1644.77000000,1644.79000000
15,07/28/2022 12:26,1644.79000000,1645.31000000,1639.00000000,1639.82000000
16,07/28/2022 12:27,1639.83000000,1640.62000000,1635.10000000,1635.25000000
17,07/28/2022 12:28,1635.26000000,1638.50000000,1634.59000000,1637.16000000
18,07/28/2022 12:29,1637.17000000,1643.96000000,1637.16000000,1643.51000000
19,07/28/2022 12:30,1643.50000000,1643.51000000,1641.59000000,1641.60000000
20,07/28/2022 12:31,1641.60000000,1642.14000000,1640.73000000,1641.28000000
21,07/28/2022 12:32,1641.29000000,1641.46000000,1638.36000000,1638.36000000
22,07/28/2022 12:33,1638.36000000,1638.73000000,1636.09000000,1637.20000000
23,07/28/2022 12:34,1637.20000000,1637.21000000,1633.00000000,1633.98000000
24,07/28/2022 12:35,1633.97000000,1637.51000000,1633.42000000,1633.87000000
25,07/28/2022 12:36,1633.86000000,1636.63000000,1633.53000000,1636.62000000
26,07/28/2022 12:37,1636.62000000,1636.63000000,1633.76000000,1634.09000000
27,07/28/2022 12:38,1634.09000000,1636.41000000,1630.41000000,1632.16000000
28,07/28/2022 12:39,1632.16000000,1635.58000000,1632.05000000,1634.50000000
29,07/28/2022 12:40,1634.50000000,1635.99000000,1634.01000000,1634.87000000
30,07/28/2022 12:41,1634.88000000,1638.49000000,1634.87000000,1637.44000000
31,07/28/2022 12:42,1637.45000000,1637.91000000,1637.09000000,1637.10000000
32,07/28/2022 12:43,1637.10000000,1637.69000000,1636.37000000,1636.80000000
33,07/28/2022 12:44,1636.80000000,1637.70000000,1636.24000000,1636.39000000
34,07/28/2022 12:45,1636.39000000,1636.85000000,1634.62000000,1634.84000000
35,07/28/2022 12:46,1634.83000000,1635.09000000,1631.09000000,1631.85000000
36,07/28/2022 12:47,1631.84000000,1634.42000000,1631.01000000,1633.46000000
37,07/28/2022 12:48,1633.45000000,1633.87000000,1632.12000000,1632.25000000
38,07/28/2022 12:49,1632.25000000,1634.99000000,1632.25000000,1634.98000000
39,07/28/2022 12:50,1634.98000000,1635.24000000,1633.00000000,1633.39000000
40,07/28/2022 12:51,1633.49000000,1634.94000000,1633.23000000,1634.00000000
41,07/28/2022 12:52,1634.00000000,1635.97000000,1633.47000000,1634.09000000
42,07/28/2022 12:53,1634.09000000,1634.80000000,1633.83000000,1633.95000000
43,07/28/2022 12:54,1633.95000000,1634.57000000,1633.13000000,1633.13000000
44,07/28/2022 12:55,1633.14000000,1633.98000000,1633.13000000,1633.14000000
45,07/28/2022 12:56,1633.14000000,1633.49000000,1631.33000000,1632.51000000
46,07/28/2022 12:57,1632.50000000,1633.35000000,1632.01000000,1632.81000000
47,07/28/2022 12:58,1632.82000000,1634.29000000,1632.12000000,1632.14000000
48,07/28/2022 12:59,1632.14000000,1634.01000000,1632.13000000,1632.74000000
49,07/28/2022 13:00,1632.74000000,1633.29000000,1631.55000000,1631.62000000
50,07/28/2022 13:01,1631.63000000,1631.85000000,1627.32000000,1629.58000000
