,minute,open,high,low,close
0,07/28/2022 12:11,23154.550000000003,23154.89333333333,23146.956666666665,23149.0
1,07/28/2022 12:12,23148.38333333333,23155.443333333333,23147.92,23151.943333333333
2,07/28/2022 12:13,23152.546666666665,23167.496666666662,23151.72333333333,23160.243333333332
3,07/28/2022 12:14,23160.243333333332,23165.14333333333,23150.05,23161.283333333336
4,07/28/2022 12:15,23161.693333333333,23170.13333333333,23148.86,23169.320000000003
5,07/28/2022 12:16,23169.306666666667,23173.099999999995,23165.539999999997,23168.63666666667
6,07/28/2022 12:17,23168.63666666667,23178.873333333333,23145.34,23172.496666666662
7,07/28/2022 12:18,23172.496666666662,23195.036666666667,23172.236666666664,23193.533333333336
8,07/28/2022 12:19,23194.27,23212.086666666666,23191.600000000002,23202.243333333332
9,07/28/2022 12:20,23201.77333333333,23228.653333333335,23195.7,23213.246666666662
10,07/28/2022 12:21,23212.746666666662,23215.196666666667,23197.22333333333,23197.83666666667
11,07/28/2022 12:22,23198.45666666667,23202.8,23173.679999999997,23176.193333333333
12,07/28/2022 12:23,23176.193333333333,23188.293333333335,23173.966666666664,23181.003333333338
13,07/28/2022 12:24,23181.003333333338,23183.52,23175.86,23180.046666666665
14,07/28/2022 12:25,23180.676666666666,23181.486666666664,23163.383333333335,23164.25
15,07/28/2022 12:26,23164.24666666667,23165.646666666667,23089.420000000002,23096.23
16,07/28/2022 12:27,23095.57666666667,23103.61,23051.756666666668,23054.670000000002
17,07/28/2022 12:28,23054.349999999995,23084.203333333335,23053.809999999998,23077.243333333332
18,07/28/2022 12:29,23076.42,23123.53,23074.66,23123.149999999998
19,07/28/2022 12:30,23122.319999999996,23123.786666666667,23107.903333333332,23109.49
20,07/28/2022 12:31,23109.49,23111.216666666664,23094.149999999998,23097.52333333333
21,07/28/2022 12:32,23097.506666666668,23099.23,23079.5,23081.083333333332
22,07/28/2022 12:33,23081.083333333332,23082.176666666666,23049.073333333334,23063.313333333335
23,07/28/2022 12:34,23063.313333333335,23063.766666666666,23006.8,23019.47
24,07/28/2022 12:35,23019.47,23037.653333333332,23013.003333333338,23018.86666666667
25,07/28/2022 12:36,23018.86666666667,23036.296666666665,23018.45,23035.38
26,07/28/2022 12:37,23035.38,23036.166666666668,23011.09,23013.86
27,07/28/2022 12:38,23013.16,23041.143333333337,22972.096666666665,22994.813333333335
28,07/28/2022 12:39,22995.149999999998,23026.506666666668,22992.74666666667,23015.066666666666
29,07/28/2022 12:40,23015.066666666666,23033.75,23007.916666666668,23014.33
30,07/28/2022 12:41,23015.436666666665,23043.933333333334,23014.436666666665,23032.930000000004
31,07/28/2022 12:42,23032.930000000004,23036.246666666662,23028.48,23031.74
32,07/28/2022 12:43,23031.74,23044.853333333333,23024.263333333332,23035.38333333333
33,07/28/2022 12:44,23035.38333333333,23053.149999999998,23032.26,23039.156666666666
34,07/28/2022 12:45,23038.706666666665,23040.62,23020.149999999998,23025.823333333334
35,07/28/2022 12:46,23025.436666666665,23026.48,22976.77666666667,22980.416666666668
36,07/28/2022 12:47,22980.416666666668,22996.726666666666,22961.716666666664,22990.596666666665
37,07/28/2022 12:48,22990.596666666665,22996.940000000002,22984.36,22985.486666666664
38,07/28/2022 12:49,22985.486666666664,23009.289999999997,22985.486666666664,23009.289999999997
39,07/28/2022 12:50,23007.50333333333,23013.43333333333,22993.289999999997,22997.623333333333
40,07/28/2022 12:51,22997.896666666667,23005.843333333334,22984.11,22992.24
41,07/28/2022 12:52,22992.24,23007.45,22985.069999999996,22985.853333333333
42,07/28/2022 12:53,22985.350000000002,22995.556666666667,22983.313333333335,22985.446666666667
43,07/28/2022 12:54,22984.72,22993.446666666667,22979.95,22983.963333333333
44,07/28/2022 12:55,22983.963333333333,22987.073333333334,22981.896666666667,22983.02
45,07/28/2022 12:56,22983.63333333333,22984.456666666665,22948.446666666667,22962.546666666665
46,07/28/2022 12:57,22963.149999999998,22970.503333333338,22957.7,22967.273333333334
47,07/28/2022 12:58,22967.273333333334,22978.823333333334,22958.36333333333,22959.13666666667
48,07/28/2022 12:59,22959.483333333337,22973.24,22955.81,22957.453333333335
49,07/28/2022 13:00,22957.453333333335,22959.073333333334,22924.359999999997,22936.153333333335
50,07/28/2022 13:01,22936.146666666667,22938.339999999997,22916.453333333335,22929.563333333335
