,minute,open,high,low,close
0,07/28/2022 12:11,0.886459,0.886459,0.885058,0.885058
1,07/28/2022 12:12,0.885058,0.885541,0.885058,0.885441
2,07/28/2022 12:13,0.885441,0.886154,0.885416,0.885696
3,07/28/2022 12:14,0.885696,0.886715,0.8854,0.886467
4,07/28/2022 12:15,0.886467,0.88725,0.886181,0.886374
5,07/28/2022 12:16,0.886374,0.886374,0.88571,0.885991
6,07/28/2022 12:17,0.885991,0.885991,0.883832,0.884628
7,07/28/2022 12:18,0.884628,0.886309,0.884628,0.885989
8,07/28/2022 12:19,0.885989,0.887004,0.885989,0.886619
9,07/28/2022 12:20,0.886619,0.887139,0.886619,0.886696
10,07/28/2022 12:21,0.886696,0.886696,0.886084,0.886084
11,07/28/2022 12:22,0.886084,0.886466,0.884806,0.884832
12,07/28/2022 12:23,0.884832,0.886059,0.884594,0.886059
13,07/28/2022 12:24,0.886059,0.888046,0.885986,0.887452
14,07/28/2022 12:25,0.887452,0.888849,0.887271,0.888591
15,07/28/2022 12:26,0.888591,0.888591,0.8827,0.882887
16,07/28/2022 12:27,0.882887,0.884036,0.879127,0.879301
17,07/28/2022 12:28,0.879301,0.881668,0.879301,0.881668
18,07/28/2022 12:29,0.881668,0.885477,0.881071,0.885477
19,07/28/2022 12:30,0.885477,0.885627,0.882885,0.882885
20,07/28/2022 12:31,0.882885,0.88376,0.882282,0.882297
21,07/28/2022 12:32,0.882297,0.882297,0.879658,0.880284
22,07/28/2022 12:33,0.880284,0.880768,0.879848,0.880768
23,07/28/2022 12:34,0.880768,0.881062,0.878594,0.879191
24,07/28/2022 12:35,0.879191,0.881209,0.879191,0.880213
25,07/28/2022 12:36,0.880213,0.880427,0.879896,0.880404
26,07/28/2022 12:37,0.880404,0.880404,0.878682,0.878885
27,07/28/2022 12:38,0.878885,0.879896,0.875884,0.876625
28,07/28/2022 12:39,0.876625,0.878921,0.876492,0.878921
29,07/28/2022 12:40,0.878921,0.8798,0.878921,0.879367
30,07/28/2022 12:41,0.879367,0.881309,0.879367,0.88042
31,07/28/2022 12:42,0.88042,0.88042,0.880168,0.880191
32,07/28/2022 12:43,0.880191,0.881062,0.880103,0.880754
33,07/28/2022 12:44,0.880754,0.880891,0.880471,0.880613
34,07/28/2022 12:45,0.880613,0.881007,0.879404,0.879496
35,07/28/2022 12:46,0.879496,0.879765,0.876443,0.876975
36,07/28/2022 12:47,0.876975,0.878921,0.876846,0.878524
37,07/28/2022 12:48,0.878524,0.878667,0.877896,0.877896
38,07/28/2022 12:49,0.877896,0.879053,0.877896,0.878404
39,07/28/2022 12:50,0.878404,0.87881,0.878283,0.878283
40,07/28/2022 12:51,0.878283,0.878633,0.877956,0.878633
41,07/28/2022 12:52,0.878633,0.879625,0.877887,0.878422
42,07/28/2022 12:53,0.878422,0.878656,0.877906,0.877906
43,07/28/2022 12:54,0.877891,0.878369,0.877544,0.878123
44,07/28/2022 12:55,0.878123,0.878516,0.878039,0.878108
45,07/28/2022 12:56,0.878108,0.878108,0.877031,0.877178
46,07/28/2022 12:57,0.877178,0.878316,0.876991,0.878003
47,07/28/2022 12:58,0.878003,0.878592,0.877174,0.877174
48,07/28/2022 12:59,0.877174,0.877749,0.876667,0.876667
49,07/28/2022 13:00,0.876667,0.87742,0.876178,0.876329
50,07/28/2022 13:01,0.876329,0.876419,0.873001,0.873935
